TeamName,AdjEM,AdjOE,AdjDE,AdjTempo
Michigan,37.39,125.1,87.7,73.6
Iowa St.,33.0,123.5,90.5,70.2
Gonzaga,32.94,124.5,91.5,71.9
Arizona,32.66,124.8,92.2,72.3
Duke,32.55,123.5,91.0,69.0
Purdue,29.86,127.0,97.2,65.8
Connecticut,29.56,120.9,91.4,66.2
BYU,28.98,124.4,95.5,70.2
Houston,28.23,119.9,91.6,64.1
Vanderbilt,27.41,123.6,96.2,72.0
Michigan St.,26.95,118.4,91.5,67.0
Illinois,26.6,125.7,99.0,68.6
Florida,26.25,119.8,93.6,71.5
Louisville,25.49,125.2,99.7,71.9
Tennessee,25.2,119.5,94.3,67.9
Kansas,24.75,116.7,92.0,67.5
Alabama,24.59,126.3,101.7,74.7
St. John's,23.94,119.9,96.0,71.9
Kentucky,22.9,119.1,96.2,69.7
Iowa,22.37,119.5,97.2,64.2
Nebraska,22.15,119.8,97.6,69.7
North Carolina,22.0,119.1,97.1,68.4
Georgia,21.69,121.2,99.5,75.4
Virginia,21.57,122.6,101.0,67.9
Arkansas,21.25,120.2,99.0,71.7
Indiana,21.03,117.5,96.5,69.6
Texas Tech,20.8,122.3,101.5,67.7
N.C. State,20.58,121.3,100.8,70.8
UCLA,20.03,119.6,99.6,65.8
Auburn,20.0,122.6,102.6,69.3
Clemson,19.56,118.3,98.7,65.8
Baylor,19.41,123.3,103.9,70.7
Saint Mary's,19.33,116.0,96.7,66.9
Villanova,19.24,119.9,100.6,65.1
LSU,19.11,118.8,99.7,69.9
Miami FL,18.67,116.9,98.3,71.3
Saint Louis,18.5,116.7,98.2,73.5
USC,18.29,118.7,100.4,71.7
Wisconsin,18.1,118.7,100.6,71.4
Ohio St.,18.09,118.9,100.8,70.1
Team,,,,
Utah St.,17.72,117.5,99.8,69.8
VCU,17.04,116.4,99.4,70.6
SMU,16.85,118.5,101.6,70.4
Texas,16.75,119.4,102.7,69.1
Boise St.,16.58,113.2,96.6,68.0
San Diego St.,16.14,116.9,100.7,69.4
Washington,16.13,117.2,101.0,68.4
Seton Hall,16.09,111.5,95.4,67.0
Creighton,15.79,116.9,101.1,66.6
UCF,15.63,119.0,103.4,70.0
Oklahoma,15.38,119.9,104.5,68.0
Missouri,15.26,119.8,104.5,68.9
Texas A&M,15.06,116.7,101.6,72.3
Wake Forest,14.95,114.6,99.6,71.0
Butler,14.93,118.1,103.2,70.7
Notre Dame,14.28,115.4,101.1,66.4
Northwestern,14.12,118.3,104.2,68.2
Dayton,13.9,113.0,99.1,70.1
Mississippi,13.8,114.8,101.0,66.4
Oklahoma St.,13.68,116.6,102.9,74.8
Virginia Tech,13.6,115.6,102.0,70.1
Colorado St.,13.49,121.9,108.4,63.7
TCU,13.42,110.4,97.0,68.3
Colorado,13.02,119.0,106.0,70.1
Akron,12.97,122.4,109.4,72.8
Arizona St.,12.56,116.3,103.7,70.3
Kansas St.,12.47,116.9,104.5,73.2
George Mason,12.42,112.5,100.0,66.5
Providence,12.37,119.4,107.0,72.9
McNeese,12.36,113.6,101.2,68.2
Santa Clara,12.27,115.5,103.2,70.1
West Virginia,11.89,111.4,99.5,64.8
Tulsa,11.78,118.5,106.8,68.7
Memphis,11.57,110.4,98.8,70.3
California,11.35,114.0,102.6,68.8
New Mexico,11.31,112.3,101.0,70.3
Yale,11.18,121.4,110.2,66.6
Oregon,11.12,114.2,103.1,69.4
Cincinnati,11.08,104.1,93.0,71.4
Syracuse,10.9,110.9,100.0,69.0
Team,,,,
Utah Valley,10.75,111.1,100.3,70.4
George Washington,10.65,117.4,106.8,71.4
UC San Diego,10.35,114.2,103.8,70.5
Belmont,10.26,113.9,103.7,71.8
South Florida,9.85,113.6,103.7,73.2
South Carolina,9.43,111.4,101.9,67.3
Stanford,9.4,112.9,103.5,70.8
Mississippi St.,9.4,113.3,103.9,70.0
Wyoming,9.26,113.4,104.1,69.4
Nevada,8.67,113.7,105.1,67.2
Northern Iowa,8.49,105.2,96.7,64.3
Murray St.,8.4,116.2,107.8,72.5
Georgetown,8.34,112.9,104.6,68.2
Illinois St.,8.12,112.3,104.1,67.9
Grand Canyon,7.88,108.5,100.6,68.4
San Francisco,7.82,112.9,105.1,66.2
Wichita St.,7.75,111.9,104.1,66.3
Maryland,7.28,111.3,104.0,69.5
High Point,7.23,116.8,109.5,71.4
Richmond,7.14,110.8,103.6,70.2
Rhode Island,7.09,108.8,101.7,67.8
Hawaii,6.79,104.5,97.8,70.3
Xavier,6.69,110.6,103.9,70.9
Penn St.,6.57,115.6,109.0,68.8
UNC Wilmington,6.47,114.0,107.5,65.0
Minnesota,6.31,110.3,104.0,65.2
Marquette,6.26,110.1,103.8,70.5
Pittsburgh,6.07,113.0,106.9,65.1
Hofstra,6.01,110.4,104.4,67.8
Miami OH,5.75,112.8,107.0,71.5
St. Bonaventure,5.69,110.7,105.0,68.2
Liberty,5.67,113.2,107.5,66.3
Bowling Green,5.64,107.8,102.1,69.5
UAB,5.5,112.6,107.1,70.3
Sam Houston St.,5.5,112.3,106.8,72.0
Florida Atlantic,5.28,114.6,109.3,68.4
Seattle,5.28,108.5,103.2,68.6
Florida St.,5.14,110.4,105.3,75.2
East Tennessee St.,4.93,110.8,105.9,68.2
DePaul,4.88,107.4,102.5,68.5
Team,,,,
Bradley,4.88,108.5,103.7,68.5
UC Irvine,4.34,100.9,96.6,70.0
Columbia,4.13,109.9,105.7,68.4
Winthrop,4.13,116.4,112.3,69.6
William & Mary,4.1,109.7,105.6,75.6
Davidson,3.99,110.0,106.0,66.0
Cal Baptist,3.84,109.1,105.3,68.4
Southern Illinois,3.71,108.6,104.8,71.2
Pacific,3.41,108.2,104.8,66.7
