TeamName,AdjEM,AdjOE,AdjDE,AdjTempo
Duke,30.84,124.4,93.6,70.2
Houston,29.94,119.2,89.3,66.6
Gonzaga,29.93,122.3,92.3,72.8
Purdue,28.37,128.0,99.7,67.1
Arizona,27.4,121.8,94.4,72.0
Florida,26.86,120.1,93.3,75.0
Illinois,26.74,123.4,96.6,72.8
Iowa St.,26.57,119.2,92.7,71.4
Connecticut,26.14,122.9,96.8,68.5
Louisville,25.72,125.8,100.1,73.9
Kentucky,25.53,121.3,95.8,72.4
Vanderbilt,24.79,124.5,99.7,72.2
Tennessee,24.76,117.4,92.6,70.1
Michigan,24.58,117.3,92.7,73.1
Wisconsin,23.81,122.5,98.7,69.9
St. John's,23.79,119.5,95.7,75.1
BYU,23.75,123.4,99.7,70.4
Alabama,23.28,122.3,99.0,75.6
Texas Tech,23.11,121.7,98.5,68.8
Michigan St.,22.59,116.7,94.1,69.3
N.C. State,21.63,120.5,98.8,70.8
Baylor,21.05,120.1,99.0,70.6
Auburn,21.03,120.2,99.1,70.9
Indiana,20.81,118.6,97.8,69.2
Saint Mary's,20.57,117.5,96.9,66.8
Clemson,20.51,119.4,98.9,66.9
USC,20.43,118.0,97.6,73.6
UCLA,20.32,116.1,95.7,66.9
North Carolina,20.1,117.8,97.7,73.0
Kansas,19.96,115.7,95.7,69.5
Iowa,19.94,120.5,100.6,65.7
Missouri,19.52,121.6,102.1,71.3
Georgia,18.99,118.2,99.2,74.8
Ohio St.,18.85,118.8,99.9,70.6
Mississippi,18.82,118.4,99.6,67.8
San Diego St.,17.79,114.8,97.0,69.7
LSU,17.75,118.8,101.0,71.2
Texas,17.75,115.1,97.4,69.9
Villanova,17.73,117.2,99.5,67.7
Nebraska,17.72,118.7,101.0,72.8
Team,,,,
Virginia,17.64,119.0,101.4,68.2
Cincinnati,17.42,108.5,91.1,74.0
Arkansas,16.86,116.4,99.6,72.0
Utah St.,16.74,117.3,100.5,70.5
Northwestern,16.72,116.1,99.4,68.2
SMU,16.0,117.9,101.9,72.4
Wake Forest,15.9,114.4,98.5,74.2
Kansas St.,15.31,117.7,102.4,73.8
Creighton,15.21,117.1,101.9,69.2
Colorado St.,15.02,120.5,105.5,67.4
