TeamName,AdjEM,AdjOE,AdjDE,AdjTempo
Michigan,35.98,125.2,89.2,74.2
Arizona,35.24,125.7,90.5,71.9
Iowa St.,34.48,124.0,89.5,68.6
Purdue,31.94,129.4,97.5,65.8
Vanderbilt,30.62,125.6,94.9,71.5
Gonzaga,30.27,125.3,95.0,70.5
Duke,29.61,124.1,94.5,68.0
Illinois,29.5,126.6,97.1,66.6
Connecticut,29.38,121.2,91.9,65.6
Houston,29.09,121.2,92.1,63.3
BYU,28.25,124.9,96.7,70.9
Florida,28.01,121.2,93.2,70.3
Michigan St.,26.6,116.9,90.3,66.3
Alabama,24.67,128.0,103.3,73.3
Virginia,24.6,122.4,97.8,66.2
Louisville,24.27,124.3,100.0,70.6
Nebraska,24.03,120.5,96.4,67.9
St. John's,23.79,121.5,97.7,70.2
Iowa,23.49,120.8,97.4,64.0
Tennessee,23.48,119.2,95.7,67.3
Utah St.,23.11,123.0,99.9,68.9
Texas Tech,22.84,122.5,99.7,67.5
Kansas,22.41,118.8,96.4,68.2
N.C. State,21.61,121.4,99.8,69.2
Villanova,21.44,121.3,99.8,63.1
Kentucky,21.11,119.3,98.2,68.2
Indiana,21.0,121.0,100.0,68.2
Georgia,20.92,121.3,100.4,75.1
Clemson,20.74,117.8,97.0,65.3
Arkansas,20.71,123.8,103.1,71.8
Auburn,20.5,124.7,104.2,67.7
SMU,20.21,123.3,103.0,69.0
North Carolina,20.0,119.9,99.9,66.9
Saint Louis,19.53,119.1,99.6,72.3
Saint Mary's,19.44,120.3,100.9,65.8
Ohio St.,19.19,120.7,101.5,67.8
Miami FL,19.17,119.4,100.2,69.6
Wisconsin,18.49,118.8,100.3,70.3
UCLA,17.66,118.6,101.0,66.0
LSU,17.26,120.1,102.8,68.0
Texas A&M,17.18,118.7,101.5,72.5
Baylor,17.01,121.6,104.5,68.9
Seton Hall,16.83,110.6,93.8,66.2
UCF,16.6,120.0,103.4,69.4
Creighton,16.41,118.0,101.6,66.7
Texas,16.15,122.4,106.3,68.5
VCU,16.14,118.8,102.7,69.7
USC,15.71,117.6,101.9,70.4
Santa Clara,15.6,119.4,103.8,70.1
New Mexico,15.55,114.1,98.5,69.0
Washington,15.49,116.6,101.1,68.0
TCU,15.19,113.5,98.3,67.8
San Diego St.,15.16,114.9,99.8,68.7
Oklahoma,14.24,120.1,105.9,66.4
Oklahoma St.,14.17,117.3,103.2,74.3
Northwestern,13.83,118.8,104.9,67.0
Missouri,13.69,118.9,105.2,67.1
Akron,13.65,122.0,108.3,71.6
Butler,13.55,116.5,102.9,70.4
West Virginia,13.42,114.8,101.4,63.0
Wake Forest,13.12,114.2,101.0,70.2
George Washington,13.1,120.6,107.5,70.3
Syracuse,13.09,113.5,100.4,68.0
Belmont,13.02,117.3,104.3,69.7
Virginia Tech,12.7,115.2,102.5,68.3
Cincinnati,12.68,106.0,93.3,69.7
Providence,12.45,120.1,107.7,72.7
Mississippi,12.28,114.4,102.1,65.7
Notre Dame,12.19,112.8,100.6,64.9
South Florida,11.87,115.7,103.8,72.7
South Carolina,11.77,115.1,103.3,65.3
Mississippi St.,11.71,114.2,102.5,69.0
McNeese,11.63,115.9,104.3,66.5
Dayton,11.58,111.1,99.5,68.0
George Mason,11.25,115.1,103.8,65.2
Colorado,11.25,118.0,106.8,69.6
Kansas St.,11.16,116.3,105.1,73.3
Nevada,11.13,117.4,106.3,65.3
Boise St.,11.1,111.2,100.1,66.8
Stanford,11.07,112.9,101.8,67.6
