TeamName,AdjEM,AdjOE,AdjDE,AdjTempo
Michigan,35.02,122.3,87.3,72.7
Purdue,32.65,129.5,96.9,66.4
Duke,31.28,123.5,92.3,67.8
Iowa St.,29.75,122.1,92.4,69.7
Gonzaga,29.33,122.2,92.9,71.8
Connecticut,28.81,121.3,92.4,66.1
Arizona,28.08,122.7,94.6,71.9
Houston,27.96,119.4,91.5,64.2
Louisville,27.74,125.9,98.1,71.4
Michigan St.,27.73,119.3,91.6,66.5
Vanderbilt,27.51,125.1,97.6,72.0
BYU,26.56,123.7,97.2,70.0
Florida,26.39,119.8,93.4,72.0
Alabama,26.37,125.4,99.0,74.2
Kentucky,25.62,120.4,94.8,70.2
Tennessee,25.23,119.5,94.2,68.7
Illinois,25.04,122.1,97.1,70.4
St. John's,24.68,122.7,98.0,71.6
Indiana,22.85,118.6,95.7,68.7
Kansas,22.09,116.0,93.9,67.7
Georgia,21.03,120.3,99.3,75.0
North Carolina,20.83,118.0,97.2,69.8
Auburn,20.82,122.3,101.4,68.7
LSU,20.75,119.7,98.9,70.4
Clemson,20.5,119.6,99.1,66.7
USC,20.26,120.5,100.3,70.8
Baylor,20.05,123.1,103.0,70.0
Iowa,19.86,118.4,98.6,63.9
Wisconsin,19.82,119.1,99.3,70.9
Texas Tech,19.81,118.8,99.0,67.6
N.C. State,19.41,122.5,103.1,71.1
UCLA,19.09,115.5,96.4,66.4
Ohio St.,18.57,118.1,99.5,69.6
Saint Mary's,18.49,115.9,97.4,66.6
Utah St.,18.46,118.8,100.3,70.0
Missouri,18.45,120.1,101.7,69.6
Arkansas,18.41,117.3,98.9,71.3
Miami FL,18.17,114.7,96.5,70.7
Virginia,17.58,119.8,102.2,67.0
Villanova,17.51,118.2,100.7,65.0
Team,,,,
SMU,17.5,117.5,100.0,71.6
Texas,17.37,118.7,101.4,69.3
Butler,16.97,117.7,100.7,71.1
VCU,16.75,113.2,96.4,71.2
Texas A&M,16.58,117.5,100.9,71.6
Saint Louis,16.54,114.5,98.0,73.2
Oklahoma,16.21,120.5,104.2,67.4
Nebraska,15.78,116.5,100.7,71.2
TCU,15.72,111.8,96.1,69.3
Santa Clara,15.72,116.9,101.1,68.8
San Diego St.,15.67,116.5,100.8,68.7
Oklahoma St.,15.2,115.6,100.4,75.2
Mississippi,15.03,116.9,101.9,66.3
Northwestern,14.77,117.0,102.3,67.1
Wake Forest,14.59,113.7,99.1,71.8
Akron,14.38,120.4,106.0,71.9
Creighton,14.37,116.8,102.4,67.3
Washington,14.09,114.1,100.0,68.3
Boise St.,13.92,111.5,97.6,67.8
George Mason,13.89,114.1,100.2,66.5
UCF,13.7,118.3,104.6,70.2
Dayton,13.5,112.8,99.3,69.3
Syracuse,13.21,111.3,98.1,69.4
George Washington,13.16,119.7,106.5,71.5
Seton Hall,13.03,109.6,96.5,65.9
Colorado,12.99,118.1,105.1,69.4
Colorado St.,12.77,121.0,108.2,63.7
Notre Dame,12.62,113.0,100.4,66.4
California,12.56,114.7,102.1,69.6
Cincinnati,12.36,104.5,92.2,71.5
West Virginia,12.34,109.9,97.6,65.0
Providence,12.04,116.8,104.7,72.9
Virginia Tech,11.91,114.3,102.3,70.0
Memphis,11.81,111.2,99.4,70.2
Kansas St.,11.49,116.5,105.0,72.3
Belmont,11.46,111.9,100.4,71.9
Yale,11.27,120.3,109.0,66.3
High Point,10.92,118.0,107.0,70.5
McNeese,10.25,111.9,101.7,67.3
Stanford,10.04,112.2,102.1,70.7
Team,,,,
Mississippi St.,10.04,113.2,103.1,70.1
Arizona St.,9.92,115.0,105.1,69.7
Xavier,9.81,111.5,101.7,71.1
Marquette,9.79,111.2,101.4,71.1
Georgetown,9.6,112.3,102.7,68.8
Tulsa,9.53,114.6,105.1,67.7
Oregon,9.31,112.3,103.0,69.1
Utah Valley,8.85,110.3,101.4,70.3
Maryland,8.66,110.2,101.5,69.4
San Francisco,8.62,112.5,103.9,67.3
South Carolina,8.54,112.3,103.8,67.6
South Florida,8.53,112.7,104.2,73.5
Northern Iowa,8.26,107.5,99.2,64.1
UNC Wilmington,8.25,113.9,105.7,65.5
Florida St.,8.06,109.9,101.9,74.3
Rhode Island,7.88,110.7,102.9,68.2
Hawaii,7.82,105.7,97.9,71.2
Nevada,7.82,112.2,104.4,68.0
Penn St.,7.8,114.9,107.1,68.3
Wichita St.,7.75,111.6,103.8,66.7
Pittsburgh,7.69,111.2,103.5,64.9
UC San Diego,7.56,114.7,107.2,68.9
Liberty,7.17,114.6,107.4,66.6
Grand Canyon,7.13,106.7,99.6,69.2
Winthrop,6.61,114.8,108.2,70.0
Wyoming,6.52,108.8,102.3,69.8
