TeamName,AdjEM,AdjOE,AdjDE,AdjTempo
Michigan,37.2,122.8,85.6,73.7
Iowa St.,34.28,124.5,90.3,70.1
Gonzaga,32.88,124.2,91.3,71.3
Duke,32.43,123.4,91.0,67.7
Arizona,30.2,123.5,93.3,71.9
Purdue,29.76,127.5,97.7,65.6
Connecticut,29.26,122.1,92.8,65.9
Vanderbilt,29.2,126.6,97.4,71.0
Illinois,27.93,124.7,96.8,69.1
BYU,27.79,124.0,96.2,69.0
Houston,27.35,119.3,91.9,63.9
Michigan St.,27.03,118.5,91.5,66.2
Alabama,26.97,126.4,99.5,74.4
Louisville,26.66,125.3,98.7,71.8
Florida,26.55,120.3,93.8,71.6
St. John's,24.48,120.5,96.0,71.7
Kansas,23.98,117.0,93.0,67.2
Tennessee,23.29,118.7,95.5,67.7
Texas Tech,22.32,119.0,96.7,67.7
Kentucky,22.01,119.2,97.2,69.9
Indiana,21.78,118.5,96.7,69.6
North Carolina,21.45,118.1,96.6,69.6
Virginia,21.35,122.4,101.0,67.9
Clemson,21.1,120.0,98.9,65.9
Georgia,21.09,120.4,99.3,74.7
Wisconsin,20.84,120.0,99.2,71.4
Iowa,20.53,118.8,98.3,64.4
Arkansas,20.32,117.7,97.4,71.4
Auburn,19.91,121.8,101.9,68.8
UCLA,19.49,117.9,98.4,65.6
Saint Mary's,19.34,116.0,96.6,66.5
Baylor,18.98,122.7,103.7,69.8
Miami FL,18.8,115.0,96.2,71.0
USC,18.52,119.9,101.4,71.4
Ohio St.,18.3,119.0,100.7,69.8
N.C. State,18.26,120.9,102.6,70.8
Villanova,18.13,118.5,100.3,65.4
Utah St.,18.1,116.7,98.6,69.5
LSU,18.01,116.9,98.9,70.4
SMU,18.0,117.4,99.4,71.2
Team,,,,
VCU,17.72,113.8,96.1,71.2
Nebraska,17.65,116.3,98.6,70.2
Saint Louis,17.23,115.4,98.2,72.7
Missouri,16.32,119.0,102.7,69.4
San Diego St.,16.16,116.4,100.3,68.5
Wake Forest,16.11,115.8,99.7,70.7
Butler,15.72,117.5,101.8,70.7
Oklahoma St.,15.63,117.3,101.7,74.6
Boise St.,15.58,112.8,97.2,67.2
Washington,15.53,116.0,100.5,68.3
UCF,15.35,119.2,103.9,69.9
Texas A&M,15.35,116.2,100.8,71.5
Mississippi,15.28,115.0,99.7,66.0
Texas,15.23,119.3,104.1,68.8
Akron,15.07,121.9,106.9,71.8
TCU,14.61,111.3,96.7,69.2
Oklahoma,14.55,119.4,104.8,67.8
Seton Hall,14.46,110.2,95.8,66.4
Northwestern,13.81,117.2,103.4,67.3
George Washington,13.73,120.7,107.0,71.4
Colorado St.,13.62,122.0,108.3,63.5
Notre Dame,13.45,114.3,100.9,66.2
Syracuse,13.42,111.8,98.3,69.1
Colorado,13.17,119.2,106.0,69.4
Virginia Tech,13.14,114.8,101.6,69.6
Memphis,12.8,111.8,99.0,70.0
Santa Clara,12.77,116.6,103.9,69.7
Creighton,12.74,114.9,102.2,66.5
George Mason,12.72,113.4,100.7,65.9
Dayton,12.7,112.2,99.5,69.8
Providence,12.54,117.8,105.3,73.1
Arizona St.,12.47,115.1,102.7,69.4
California,12.29,114.4,102.1,68.5
