TeamName,AdjEM,AdjOE,AdjDE,AdjTempo
Duke 1,39.29,130.0,90.7,66.0
Houston 1,36.71,124.1,87.4,61.7
Florida 1,36.33,128.8,92.5,69.9
Auburn 1,35.04,127.1,92.1,68.2
Tennessee 2,30.91,120.6,89.7,63.8
Alabama 2,30.33,126.8,96.4,75.3
Michigan St. 2,28.48,118.8,90.4,67.4
Gonzaga 8,28.02,124.7,96.7,70.5
Texas Tech 3,27.93,125.3,97.4,66.1
Maryland 4,27.06,118.9,91.8,69.6
Iowa St. 3,26.67,119.8,93.2,68.8
Wisconsin 3,26.57,122.9,96.3,68.0
Arizona 4,26.37,123.7,97.3,70.3
St. John's 2,26.06,114.0,88.0,70.0
Purdue 4,25.37,124.6,99.2,65.1
Kentucky 3,24.53,123.7,99.2,70.9
Illinois 6,24.31,122.0,97.6,71.5
Texas A&M 4,23.65,116.5,92.9,66.8
Missouri 6,23.56,124.4,100.8,68.7
UCLA 7,23.46,117.3,93.9,65.0
Michigan 5,23.45,116.5,93.1,70.1
Mississippi 6,23.33,119.1,95.8,68.1
Clemson 5,23.22,118.2,95.0,64.6
Kansas 7,22.95,115.9,93.0,68.6
Saint Mary's 7,22.73,114.7,92.0,61.7
BYU 6,22.32,124.1,101.7,67.6
Oregon 5,21.85,117.6,95.8,68.1
Louisville 8,21.73,118.1,96.4,69.1
Marquette 7,21.01,117.4,96.4,67.7
Baylor 9,20.85,121.2,100.4,64.6
North Carolina 11,20.33,119.2,98.9,70.7
Connecticut 8,20.18,121.6,101.4,64.0
Mississippi St. 8,20.01,118.8,98.8,68.3
VCU 11,19.53,116.0,96.5,66.3
Creighton 9,19.44,117.8,98.3,67.3
Arkansas 10,19.32,114.4,95.1,69.4
Ohio St.,19.08,118.2,99.1,67.3
Georgia 9,18.55,115.3,96.8,66.7
UC San Diego 12,18.25,115.0,96.7,65.8
Oklahoma 9,17.94,118.2,100.3,68.8
Team,,,,
New Mexico 10,17.79,112.9,95.1,72.5
Colorado St. 12,17.61,116.8,99.2,66.0
Xavier 11,17.19,116.2,99.0,69.2
Northwestern,17.02,114.3,97.3,65.2
Indiana,16.98,114.2,97.2,68.1
Nebraska,16.98,114.7,97.7,67.8
Texas 11,16.89,117.3,100.4,67.6
Vanderbilt 10,16.22,117.8,101.6,69.5
Boise St.,16.04,116.9,100.9,66.0
SMU,15.42,116.2,100.8,68.9
San Diego St. 11,15.14,109.7,94.6,66.3
Drake 11,15.12,112.9,97.8,59.4
West Virginia,15.12,109.0,93.9,64.3
Memphis 5,15.1,113.4,98.3,70.9
Cincinnati,14.87,110.6,95.7,66.1
Villanova,14.75,118.6,103.8,63.4
USC,14.39,116.6,102.2,68.6
Penn St.,14.36,115.2,100.9,70.1
Santa Clara,14.34,116.3,102.0,69.2
McNeese 12,14.24,114.1,99.9,65.9
Utah St. 10,14.0,119.8,105.8,67.6
Iowa,13.56,120.1,106.5,69.8
Pittsburgh,13.5,115.8,102.3,66.5
Liberty 12,12.46,111.8,99.4,65.6
Kansas St.,12.18,109.4,97.2,67.1
San Francisco,12.15,111.8,99.7,68.1
UCF,11.96,116.0,104.1,72.2
UC Irvine,11.75,106.9,95.1,69.3
South Carolina,11.5,110.6,99.1,65.5
Rutgers,11.49,115.7,104.2,68.9
North Texas,11.3,109.7,98.4,61.0
Wake Forest,11.17,108.2,97.1,67.3
Arizona St.,11.04,112.4,101.4,68.9
Yale 13,11.02,115.2,104.2,67.7
Butler,10.54,117.2,106.7,68.0
Utah,10.51,112.5,102.0,69.1
Dayton,9.98,115.7,105.7,66.2
Nevada,9.76,112.8,103.0,64.0
George Mason,9.46,106.2,96.8,64.9
Oregon St.,9.37,116.2,106.8,63.9
Team,,,,
Stanford,9.26,112.5,103.2,66.3
High Point 13,9.15,118.4,109.2,66.5
Minnesota,9.15,110.6,101.5,62.9
Arkansas St.,9.13,111.4,102.3,70.2
Saint Joseph's,9.07,109.7,100.6,68.2
TCU,8.83,105.9,97.0,66.7
Colorado,8.74,108.5,99.8,68.0
LSU,8.7,109.2,100.5,68.2
Lipscomb 14,8.55,112.0,103.5,66.2
Georgetown,8.49,108.7,100.2,68.5
Florida St.,8.19,108.8,100.6,69.7
Bradley,7.88,111.5,103.6,65.9
UNLV,7.21,107.5,100.3,66.0
Chattanooga,7.14,116.4,109.3,66.8
Troy 14,6.95,107.4,100.4,66.5
Providence,6.93,112.1,105.2,66.5
Oklahoma St.,6.92,108.0,101.1,72.0
Notre Dame,6.9,111.3,104.4,64.9
UAB,6.7,116.3,109.6,69.5
Akron 13,6.47,113.6,107.1,71.7
Grand Canyon 13,6.29,107.4,101.1,71.4
Northern Iowa,6.09,109.6,103.5,65.4
Georgia Tech,5.87,107.2,101.4,68.9
Washington,5.79,109.6,103.8,67.9
UNC Wilmington 14,5.29,112.2,107.0,65.9
Virginia,5.01,110.6,105.5,61.3
Loyola Chicago,4.94,108.1,103.1,67.1
Jacksonville St.,4.92,109.8,104.9,65.1
South Alabama,4.49,107.7,103.2,63.3
California,4.43,111.3,106.9,67.7
Kent St.,4.3,106.2,101.9,66.7
Utah Valley,4.25,106.7,102.4,68.4
North Alabama,4.24,111.1,106.9,66.9
Wofford 15,4.24,113.9,109.7,64.3
Syracuse,4.22,110.4,106.1,68.4
Florida Atlantic,4.13,112.6,108.5,69.0
CSUN,4.09,109.0,104.9,72.5
Samford,4.03,112.8,108.8,71.1
Middle Tennessee,3.98,109.2,105.2,68.5
Washington St.,3.87,111.9,108.0,70.8
Team,,,,
Saint Louis,3.85,109.2,105.3,67.8
DePaul,3.83,109.2,105.4,67.4
St. Bonaventure,3.82,105.3,101.4,64.8
Belmont,3.64,112.7,109.0,70.7
Northern Colorado,3.63,112.2,108.6,68.9
N.C. State,3.63,107.6,103.9,65.5
Louisiana Tech,3.53,108.9,105.4,64.7
George Washington,3.39,107.1,103.7,67.4
Cornell,3.37,115.0,111.7,71.1
St. Thomas,3.28,113.7,110.4,68.1
Kennesaw St.,3.02,107.1,104.1,70.5
Illinois St.,2.92,112.8,109.8,66.2
Robert Morris 15,2.9,107.5,104.6,68.1
