TeamName,AdjEM,AdjOE,AdjDE,AdjTempo
Michigan,34.86,122.5,87.6,73.7
Purdue,32.27,129.5,97.2,66.4
Duke,32.11,125.2,93.1,69.5
Iowa St.,29.66,122.3,92.7,70.3
Gonzaga,29.06,122.6,93.5,72.5
Houston,27.83,119.5,91.6,64.9
Louisville,27.77,126.1,98.3,71.9
Florida,27.65,120.6,93.0,73.2
Arizona,27.4,122.6,95.2,71.8
Alabama,26.68,125.8,99.1,75.2
BYU,26.61,125.3,98.7,70.6
Kentucky,26.57,122.1,95.5,72.0
Connecticut,26.48,122.7,96.2,67.4
Illinois,26.38,124.0,97.6,71.2
Tennessee,25.96,121.7,95.8,69.3
St. John's,24.71,123.2,98.5,72.6
Michigan St.,23.69,117.5,93.8,68.6
Vanderbilt,23.31,123.0,99.7,72.2
Kansas,22.74,117.3,94.5,68.5
Indiana,21.79,118.5,96.7,69.0
Iowa,21.71,119.7,98.0,65.0
North Carolina,21.38,118.9,97.5,72.6
Texas Tech,21.07,119.7,98.6,68.6
Auburn,20.94,122.6,101.7,69.4
Wisconsin,20.67,121.4,100.7,70.1
Utah St.,20.41,120.6,100.2,70.6
Baylor,20.39,122.4,102.0,70.3
USC,20.27,120.3,100.1,71.9
Saint Mary's,20.02,117.1,97.1,66.5
Clemson,19.72,119.7,100.0,66.9
Ohio St.,19.62,119.8,100.2,70.5
N.C. State,19.56,122.9,103.4,71.9
Missouri,19.4,122.2,102.8,70.5
UCLA,19.03,115.9,96.9,67.2
Arkansas,18.13,117.8,99.7,71.9
Wake Forest,18.09,115.9,97.8,72.2
LSU,18.02,119.6,101.6,71.4
Georgia,18.01,118.4,100.3,74.7
Texas,17.49,119.0,101.5,69.9
Nebraska,17.39,119.1,101.7,71.7
Team,,,,
Villanova,17.27,118.3,101.1,66.7
Mississippi,16.73,118.3,101.6,67.1
Virginia,16.67,119.3,102.6,68.1
SMU,16.6,117.9,101.3,72.6
VCU,16.0,112.9,96.9,72.4
Miami FL,15.85,115.4,99.6,72.6
San Diego St.,15.73,117.0,101.2,69.5
Northwestern,15.72,117.3,101.6,68.0
Butler,15.7,116.7,101.0,71.5
Saint Louis,15.34,115.1,99.7,73.7
Kansas St.,14.71,117.6,102.9,74.0
Washington,14.69,115.7,101.0,68.7
Santa Clara,14.52,116.1,101.6,70.0
Virginia Tech,14.13,115.8,101.7,70.4
Oklahoma St.,14.01,115.0,101.0,75.9
Florida St.,13.88,113.3,99.4,75.1
Boise St.,13.85,112.1,98.2,68.4
Providence,13.62,116.9,103.3,73.4
Akron,13.59,119.9,106.3,72.3
Creighton,13.51,116.1,102.6,68.1
Seton Hall,13.34,110.3,97.0,66.8
George Washington,13.16,119.5,106.4,72.6
Oklahoma,13.11,118.8,105.7,69.0
George Mason,12.84,113.4,100.5,66.6
Memphis,12.83,112.1,99.2,71.1
California,12.74,115.1,102.4,70.5
San Francisco,12.54,114.8,102.3,68.5
Texas A&M,12.54,115.4,102.8,72.9
UCF,12.48,118.5,106.0,71.1
Syracuse,12.29,113.2,100.9,70.4
Dayton,12.04,112.1,100.1,68.8
Cincinnati,11.98,105.3,93.3,72.5
Yale,11.79,120.6,108.8,67.6
Notre Dame,11.68,113.2,101.6,67.0
TCU,11.63,111.4,99.8,69.2
West Virginia,11.34,110.3,99.0,65.9
McNeese,11.2,113.2,102.0,67.8
Marquette,11.11,112.5,101.4,72.8
Mississippi St.,11.03,114.7,103.6,71.0
Georgetown,10.99,112.8,101.8,71.0
Team,,,,
Oregon,10.7,113.5,102.8,70.3
High Point,10.65,117.9,107.3,71.0
Colorado St.,10.52,119.8,109.3,65.3
Tulsa,10.02,115.3,105.3,68.4
Colorado,9.94,117.6,107.7,70.2
Arizona St.,9.71,115.1,105.4,70.5
South Florida,9.66,115.0,105.3,73.4
South Carolina,9.47,114.2,104.8,68.1
Xavier,9.33,111.7,102.4,71.3
Belmont,9.13,110.0,100.9,72.7
Wichita St.,9.1,111.1,102.0,69.3
Utah Valley,8.95,110.7,101.8,71.1
Maryland,8.84,110.9,102.1,69.4
Northern Iowa,8.82,108.0,99.2,65.1
Rhode Island,8.43,112.2,103.8,68.8
UC San Diego,8.28,115.4,107.1,69.9
Stanford,8.08,110.2,102.2,72.1
Pittsburgh,7.93,111.5,103.5,66.2
UAB,7.75,112.9,105.1,71.4
Penn St.,7.71,116.0,108.3,68.0
Liberty,7.46,115.1,107.6,67.3
Georgia Tech,7.43,104.8,97.4,72.1
Grand Canyon,7.28,108.5,101.2,70.2
Richmond,6.97,112.8,105.8,69.0
New Mexico,6.74,109.3,102.6,71.1
Winthrop,6.66,112.9,106.3,71.3
Hawaii,6.59,106.0,99.4,71.2
Minnesota,6.45,109.8,103.3,65.9
Nevada,6.41,111.7,105.3,68.6
Florida Atlantic,5.7,114.9,109.2,68.5
Seattle,5.53,108.2,102.7,70.0
DePaul,5.44,109.2,103.8,70.2
North Texas,5.17,105.4,100.3,66.7
UNC Wilmington,5.13,112.6,107.5,66.3
New Mexico St.,4.95,107.2,102.3,67.9
UNLV,4.81,113.3,108.5,74.2
St. Bonaventure,4.79,111.3,106.5,67.6
Wyoming,4.74,108.4,103.7,70.6
Murray St.,4.66,113.4,108.8,73.3
Illinois St.,4.66,110.3,105.6,68.2
Team,,,,
Loyola Marymount,4.6,106.2,101.6,67.6
Bradley,4.43,109.3,104.9,68.8
Boston College,4.42,104.6,100.2,67.6
Davidson,3.66,108.9,105.2,67.8
Kent St.,3.58,113.2,109.6,72.6
Utah,3.51,110.7,107.2,70.6
Miami OH,3.48,110.8,107.3,71.9
Duquesne,3.33,108.9,105.6,73.3
Troy,3.32,108.2,104.8,70.2
Columbia,3.17,109.9,106.7,68.7
Bowling Green,3.1,106.1,103.0,71.7
Towson,2.9,106.9,104.0,65.1
Southern Illinois,2.85,108.9,106.0,71.4
East Tennessee St.,2.75,108.7,106.0,68.6
Cal Baptist,2.45,106.7,104.3,68.6
William & Mary,2.44,108.8,106.4,75.7
UC Irvine,2.32,99.5,97.2,71.6
Western Kentucky,1.89,107.6,105.7,73.8
Pacific,1.78,108.4,106.6,68.1
Rutgers,1.78,107.4,105.6,67.5
Drake,1.65,107.2,105.5,67.9
Oakland,1.62,113.7,112.1,71.2
UC Santa Barbara,1.57,112.3,110.8,68.3
Fresno St.,1.17,106.8,105.7,70.9
Stephen F. Austin,1.08,107.0,106.0,68.5
Navy,0.75,106.9,106.2,69.2
Wright St.,0.49,107.4,106.9,67.3
Temple,0.22,112.9,112.7,69.3
Marist,-0.21,99.5,99.7,66.9
Northern Colorado,-0.21,108.2,108.4,71.2
Middle Tennessee,-0.23,108.8,109.1,69.4
Tulane,-0.25,112.8,113.1,68.1
North Dakota St.,-0.37,106.3,106.7,69.4
James Madison,-0.51,113.3,113.8,67.5
Florida Gulf Coast,-0.52,109.4,110.0,70.6
Hofstra,-0.65,105.7,106.3,69.6
Portland St.,-0.73,106.0,106.8,72.3
Sam Houston St.,-0.76,109.5,110.3,71.5
Toledo,-0.78,112.8,113.6,69.5
Charleston,-0.98,108.5,109.5,67.9
Team,,,,
Austin Peay,-0.99,102.9,103.9,70.5
Washington St.,-1.03,112.9,113.9,69.6
Saint Joseph's,-1.26,105.7,107.0,71.4
Lipscomb,-1.34,105.2,106.5,70.3
Illinois Chicago,-1.41,107.4,108.8,70.2
Indiana St.,-1.51,104.0,105.5,72.3
Colgate,-1.52,108.2,109.7,68.3
Furman,-1.58,108.2,109.8,68.0
UT Arlington,-1.63,104.1,105.7,69.8
Kennesaw St.,-1.65,109.5,111.2,74.9
Siena,-1.66,106.9,108.6,66.8
UC Davis,-1.71,104.0,105.7,69.7
St. Thomas,-1.8,106.3,108.1,69.9
Arkansas St.,-1.96,106.7,108.7,74.1
South Dakota St.,-1.99,104.4,106.4,70.1
Cornell,-2.02,109.8,111.9,74.1
Quinnipiac,-2.04,106.1,108.1,73.3
Chattanooga,-2.1,110.5,112.6,67.5
Montana,-2.3,108.6,110.9,71.6
Robert Morris,-2.43,107.1,109.5,68.6
South Alabama,-2.49,106.6,109.1,65.9
Vermont,-2.55,111.0,113.6,67.6
Youngstown St.,-2.6,105.1,107.7,70.4
Mercer,-2.62,108.8,111.4,71.3
New Orleans,-2.62,105.2,107.9,71.5
Elon,-2.62,111.7,114.4,69.0
Harvard,-2.65,107.1,109.8,67.0
San Jose St.,-2.66,106.8,109.5,66.0
Marshall,-2.73,106.1,108.8,73.0
UT Rio Grande Valley,-2.8,108.0,110.8,71.5
Iona,-2.85,106.8,109.7,73.8
Charlotte,-2.94,110.1,113.0,64.5
Oregon St.,-3.07,107.6,110.6,66.0
Tarleton St.,-3.12,106.4,109.6,70.2
Idaho,-3.15,106.8,109.9,68.6
Eastern Michigan,-3.24,104.4,107.7,68.5
