TeamName,AdjEM,AdjOE,AdjDE,AdjTempo
Kentucky,29.32,121.0,91.6,73.3
Houston,28.98,117.7,88.7,67.8
Illinois,28.71,123.4,94.7,74.5
Duke,28.45,121.6,93.2,70.2
Florida,28.03,121.7,93.7,75.2
Connecticut,27.95,122.0,94.1,69.7
Purdue,27.31,125.2,97.9,69.1
Gonzaga,27.27,121.1,93.8,73.8
Michigan,25.9,119.6,93.7,74.1
Arizona,25.4,121.1,95.7,74.6
Louisville,25.25,122.3,97.1,74.7
Iowa St.,25.01,115.6,90.6,71.8
Tennessee,24.55,116.2,91.6,69.6
Texas Tech,24.19,120.9,96.7,70.4
Vanderbilt,24.18,122.1,98.0,73.4
BYU,23.68,121.0,97.3,71.4
Alabama,22.85,120.2,97.3,77.3
Wisconsin,22.62,119.6,97.0,71.4
St. John's,22.33,118.6,96.3,75.5
Baylor,22.32,119.0,96.6,71.0
USC,21.75,116.9,95.1,74.0
North Carolina,21.63,119.1,97.4,73.6
Clemson,21.55,117.2,95.7,69.5
N.C. State,21.07,117.9,96.9,71.4
San Diego St.,20.79,113.1,92.3,71.0
Mississippi,20.78,115.9,95.1,71.5
Arkansas,20.74,116.5,95.8,73.4
Mississippi St.,20.72,117.2,96.5,71.6
Kansas,20.7,116.0,95.3,71.0
UCLA,20.7,116.5,95.8,68.5
Texas A&M,19.8,116.7,96.9,74.9
Indiana,19.45,116.7,97.3,70.6
Michigan St.,19.43,114.5,95.0,70.2
Georgia,19.32,115.8,96.5,72.7
Ohio St.,18.94,120.4,101.4,72.9
Auburn,18.25,117.1,98.9,71.4
Texas,17.99,114.6,96.6,71.7
Missouri,17.6,118.3,100.7,72.4
Utah St.,17.55,117.4,99.8,72.1
Iowa,17.35,117.0,99.6,66.6
Team,,,,
Cincinnati,17.24,110.0,92.8,72.6
Saint Mary's,17.2,114.2,97.0,67.1
Nebraska,17.13,115.8,98.6,72.6
Creighton,16.73,117.6,100.9,71.3
Boise St.,16.46,116.4,100.0,71.3
Marquette,16.27,112.5,96.2,73.6
LSU,16.0,114.8,98.8,71.6
Villanova,15.82,113.9,98.0,70.4
Washington,15.8,115.5,99.7,71.4
SMU,15.74,114.9,99.2,72.2
Northwestern,15.43,112.3,96.9,69.0
Virginia,15.02,115.4,100.4,68.5
Maryland,14.98,110.4,95.4,70.3
Oregon,14.84,110.2,95.4,72.0
Memphis,14.75,111.9,97.1,74.4
Kansas St.,14.7,113.9,99.2,73.3
Syracuse,14.21,113.7,99.5,72.4
Oklahoma,14.17,114.3,100.1,72.1
Pittsburgh,13.98,112.3,98.4,69.6
Dayton,13.98,112.6,98.6,68.3
VCU,13.94,110.6,96.6,75.5
Minnesota,13.59,113.0,99.4,70.3
Miami FL,13.42,113.3,99.9,72.2
Wake Forest,13.33,112.0,98.6,74.4
Virginia Tech,13.15,114.6,101.5,72.7
Colorado St.,12.79,114.8,102.1,70.5
Butler,12.57,112.3,99.8,74.2
Saint Louis,12.41,112.7,100.3,74.9
Notre Dame,12.37,113.0,100.7,70.2
Providence,12.36,114.2,101.8,73.5
Georgetown,12.29,110.6,98.3,71.7
Oklahoma St.,11.63,111.6,100.0,76.7
Akron,11.19,113.4,102.2,74.1
George Washington,10.74,113.0,102.2,73.2
Arizona St.,10.66,110.7,100.1,72.7
Rutgers,10.55,108.5,98.0,71.6
North Texas,10.48,109.2,98.7,68.4
Florida St.,10.45,112.5,102.0,73.7
Yale,10.36,112.2,101.9,72.4
West Virginia,10.34,110.2,99.9,67.5
Team,,,,
UCF,10.13,113.9,103.7,73.8
California,9.73,109.9,100.2,71.9
San Francisco,9.71,110.1,100.4,72.1
High Point,9.65,114.3,104.6,72.0
Stanford,9.56,110.0,100.5,72.5
George Mason,9.54,109.8,100.3,69.7
Penn St.,9.45,109.9,100.4,71.4
TCU,9.34,109.2,99.8,72.7
Georgia Tech,9.25,106.3,97.0,70.9
Nevada,9.14,110.1,100.9,68.8
Xavier,9.13,109.6,100.5,73.0
DePaul,8.96,108.9,99.9,72.2
Boston College,8.87,108.7,99.8,70.5
South Carolina,8.77,110.8,102.0,70.5
New Mexico,8.44,105.5,97.1,72.4
Liberty,8.36,113.3,104.9,68.6
Seton Hall,7.99,106.5,98.5,68.2
Utah,7.89,110.2,102.3,73.1
Santa Clara,7.85,111.2,103.3,72.3
South Florida,7.46,110.2,102.7,75.9
Grand Canyon,7.31,111.4,104.1,73.2
Colorado,7.09,111.8,104.7,71.0
Northern Iowa,7.03,109.1,102.0,70.2
Hawaii,6.55,104.9,98.4,71.6
UAB,6.43,111.3,104.9,74.7
Bradley,6.41,107.5,101.1,70.1
UNLV,5.81,111.2,105.4,72.3
Duquesne,5.81,108.0,102.2,71.1
Wichita St.,5.48,108.7,103.2,72.2
McNeese,5.34,108.3,102.9,70.3
St. Bonaventure,5.23,109.1,103.9,68.6
Belmont,5.21,108.9,103.6,74.2
Tulane,5.2,111.9,106.7,70.7
Richmond,5.08,109.1,104.0,70.4
Tulsa,4.84,109.9,105.0,70.2
Troy,4.45,106.0,101.5,71.7
Saint Joseph's,4.31,106.8,102.5,72.1
Florida Atlantic,4.28,110.5,106.2,72.0
UC Santa Barbara,3.62,110.9,107.3,69.3
Utah Valley,3.5,106.8,103.3,72.9
Team,,,,
UNC Wilmington,3.48,110.1,106.6,70.5
Miami OH,3.22,108.0,104.8,73.1
Southern Illinois,3.04,108.1,105.0,73.8
Murray St.,2.85,107.4,104.6,73.2
Rhode Island,2.74,107.5,104.7,72.1
Illinois St.,2.7,108.3,105.6,69.9
Illinois Chicago,2.26,105.7,103.5,73.0
Loyola Marymount,2.13,105.8,103.7,70.3
Towson,2.11,104.9,102.8,68.3
Davidson,2.06,107.7,105.6,70.0
Temple,2.03,108.3,106.2,71.1
Kennesaw St.,2.0,107.7,105.7,75.5
UC Irvine,1.99,101.9,99.9,72.8
Kent St.,1.6,111.1,109.5,72.9
UC San Diego,1.58,107.5,106.0,71.3
Seattle,1.16,102.4,101.2,72.1
Drake,1.15,106.9,105.8,70.3
Loyola Chicago,1.12,107.7,106.5,71.2
Bowling Green,0.97,104.2,103.2,72.9
Oregon St.,0.87,108.1,107.2,68.6
Winthrop,0.81,108.8,108.0,74.9
New Mexico St.,0.77,104.5,103.7,70.2
Youngstown St.,0.7,106.6,105.9,71.7
James Madison,0.67,107.8,107.1,69.5
Marshall,0.11,104.5,104.4,73.5
Siena,-0.04,104.4,104.4,70.0
Pacific,-0.07,108.8,108.9,70.9
Rice,-0.1,106.3,106.4,70.0
Little Rock,-0.11,104.7,104.8,71.9
Radford,-0.35,109.3,109.6,69.3
Jacksonville St.,-0.54,103.6,104.1,69.8
Cal Baptist,-0.59,106.3,106.9,70.1
UTEP,-0.76,102.0,102.8,72.8
Middle Tennessee,-0.88,104.6,105.5,72.1
East Tennessee St.,-0.9,105.5,106.4,70.0
Wyoming,-1.16,104.4,105.6,72.0
Hofstra,-1.19,102.9,104.1,70.5
Harvard,-1.22,104.5,105.7,70.8
La Salle,-1.24,104.6,105.8,69.4
Ohio,-1.41,105.8,107.2,73.2
Team,,,,
Chattanooga,-1.45,110.0,111.5,70.9
Western Kentucky,-1.54,103.5,105.0,75.1
Furman,-1.76,105.0,106.8,70.8
East Carolina,-1.77,103.1,104.9,72.8
Stephen F. Austin,-1.8,101.8,103.6,72.0
South Dakota St.,-1.81,106.7,108.5,72.4
San Jose St.,-1.81,107.3,109.1,69.3
SIUE,-1.85,101.3,103.1,71.1
UT Rio Grande Valley,-2.0,106.6,108.6,74.4
Portland St.,-2.05,102.8,104.9,74.6
Arkansas St.,-2.17,105.2,107.4,73.0
Oakland,-2.26,107.8,110.1,71.2
Charleston,-2.28,110.2,112.5,70.6
Washington St.,-2.31,106.3,108.7,73.4
Eastern Washington,-2.32,106.9,109.2,72.4
Missouri St.,-2.43,102.9,105.3,69.5
Charlotte,-2.48,107.3,109.8,68.1
Southern,-2.51,103.3,105.8,74.3
Massachusetts,-2.71,101.6,104.3,75.0
Fresno St.,-2.85,103.3,106.2,73.6
Sam Houston St.,-2.89,106.1,109.0,71.9
Abilene Christian,-3.02,100.5,103.5,72.3
Wright St.,-3.05,105.1,108.2,71.3
Navy,-3.07,104.1,107.2,71.5
Cornell,-3.08,110.5,113.6,75.0
Marist,-3.14,98.3,101.4,68.7
Louisiana Tech,-3.16,102.3,105.4,69.0
South Alabama,-3.26,103.2,106.4,69.0
Eastern Kentucky,-3.3,106.0,109.3,72.8
St. Thomas,-3.32,107.0,110.3,70.7
Nebraska Omaha,-3.6,105.5,109.1,72.2
UTSA,-3.62,103.3,106.9,73.7
UT Arlington,-3.64,102.8,106.5,72.4
Northern Colorado,-3.65,106.4,110.0,73.0
Montana,-3.69,105.4,109.1,71.7
Samford,-3.8,106.7,110.5,70.6
CSUN,-3.8,102.0,105.8,75.0
Quinnipiac,-3.9,101.8,105.7,74.8
Colgate,-3.94,103.4,107.3,71.0
Campbell,-3.95,103.6,107.5,71.5
Team,,,,
Florida Gulf Coast,-4.05,103.8,107.8,70.6
San Diego,-4.12,105.2,109.3,72.7
Old Dominion,-4.3,104.8,109.1,71.4
Vermont,-4.49,103.9,108.4,68.3
Iona,-4.58,104.4,109.0,72.9
Northeastern,-4.65,102.9,107.6,70.5
Robert Morris,-4.66,103.9,108.6,71.3
FIU,-4.7,102.3,107.0,73.5
Pepperdine,-4.86,103.3,108.2,71.0
Mercer,-4.88,101.4,106.3,74.3
William & Mary,-4.9,105.2,110.1,75.2
Columbia,-4.98,103.2,108.2,72.0
Toledo,-5.01,109.3,114.3,70.9
Idaho,-5.02,106.6,111.7,70.5
Incarnate Word,-5.04,105.8,110.9,70.1
Austin Peay,-5.07,100.8,105.9,71.6
Brown,-5.07,98.3,103.4,70.5
Southeast Missouri,-5.21,101.4,106.6,74.0
Lamar,-5.22,100.9,106.1,70.8
Longwood,-5.24,102.7,107.9,72.4
Queens,-5.31,106.8,112.1,71.9
Indiana St.,-5.36,105.4,110.8,74.4
Eastern Michigan,-5.36,102.3,107.6,70.8
Dartmouth,-5.42,102.5,107.9,73.3
Bethune Cookman,-5.48,102.8,108.3,72.3
Hampton,-5.49,102.3,107.8,71.9
Ball St.,-5.54,105.0,110.6,70.4
Lipscomb,-5.57,102.6,108.1,71.7
Wofford,-5.61,102.9,108.5,70.3
North Alabama,-5.61,102.9,108.5,71.7
UC Davis,-5.65,100.2,105.9,71.6
Monmouth,-5.65,102.3,107.9,71.3
Montana St.,-5.68,104.5,110.2,70.8
North Dakota St.,-5.7,104.3,110.0,69.6
Tennessee St.,-5.73,101.3,107.0,74.1
Western Carolina,-5.74,100.5,106.3,75.0
Delaware,-5.94,103.8,109.7,73.1
Cleveland St.,-5.94,105.9,111.9,71.5
Milwaukee,-5.96,104.3,110.2,74.5
Purdue Fort Wayne,-6.01,102.5,108.5,73.2
Team,,,,
Louisiana,-6.02,102.3,108.3,68.4
Cal Poly,-6.03,101.8,107.9,77.1
New Orleans,-6.07,102.1,108.2,73.4
Jacksonville,-6.29,99.9,106.2,71.3
Drexel,-6.3,100.4,106.7,69.2
Bucknell,-6.42,101.3,107.7,70.0
UNC Asheville,-6.51,103.5,110.0,72.2
Texas St.,-6.59,100.8,107.4,69.6
Utah Tech,-6.64,100.4,107.0,71.5
Princeton,-6.68,102.6,109.3,71.8
VMI,-6.78,100.9,107.7,74.0
Norfolk St.,-6.88,101.8,108.7,71.5
Sacred Heart,-6.94,105.0,111.9,73.8
Nicholls,-6.98,98.4,105.3,71.2
Manhattan,-7.03,104.2,111.2,72.0
Georgia Southern,-7.16,105.3,112.4,75.6
Appalachian St.,-7.17,100.5,107.7,68.3
Fairfield,-7.22,100.6,107.8,72.1
Idaho St.,-7.3,101.3,108.6,68.4
Elon,-7.36,104.0,111.3,69.9
Fordham,-7.56,103.0,110.5,70.3
UNC Greensboro,-7.65,102.9,110.6,70.3
Evansville,-7.65,99.3,107.0,70.5
Texas A&M Corpus Chris,-7.66,100.7,108.3,71.2
Stony Brook,-7.73,102.0,109.7,70.5
UC Riverside,-7.74,101.0,108.7,71.5
UMBC,-7.75,104.8,112.6,73.1
Boston University,-7.79,100.8,108.6,67.6
Cal St. Bakersfield,-7.86,99.6,107.5,71.7
Weber St.,-7.93,101.9,109.9,71.3
Long Beach St.,-7.99,100.1,108.1,69.9
Sacramento St.,-8.15,101.1,109.3,71.3
Northern Arizona,-8.27,102.5,110.8,71.0
Coastal Carolina,-8.4,102.4,110.8,70.6
Jackson St.,-8.46,101.7,110.1,72.9
Penn,-8.52,104.7,113.2,73.4
Portland,-8.69,102.0,110.6,74.1
Tarleton St.,-8.72,101.6,110.4,70.2
Southern Miss,-8.91,102.4,111.3,72.1
Southeastern Louisiana,-8.93,99.1,108.1,68.9
Team,,,,
Morehead St.,-8.94,98.7,107.6,71.0
Mount St. Mary's,-9.14,98.3,107.4,70.9
Western Michigan,-9.21,100.3,109.5,73.0
LIU,-9.32,98.5,107.9,73.2
Northern Kentucky,-9.73,100.5,110.2,70.8
Lehigh,-9.74,98.9,108.6,72.3
Tennessee Martin,-9.75,99.0,108.8,72.9
Valparaiso,-9.79,100.9,110.7,72.2
Merrimack,-9.93,97.4,107.3,69.4
Northern Illinois,-9.99,103.0,113.0,73.2
Central Michigan,-10.1,100.9,111.0,70.9
Albany,-10.1,99.4,109.5,72.5
South Dakota,-10.3,102.6,112.9,74.9
