TeamName,AdjEM,AdjOE,AdjDE,AdjTempo
Michigan,38.86,126.8,87.9,75.2
Arizona,34.28,125.2,90.9,72.4
Gonzaga,33.52,126.8,93.3,71.6
Iowa St.,33.5,124.7,91.2,70.8
Purdue,32.62,129.0,96.4,66.1
Duke,31.55,124.1,92.5,69.2
Connecticut,30.14,121.5,91.4,66.5
Vanderbilt,29.99,125.7,95.7,72.1
Illinois,29.86,128.0,98.1,67.7
BYU,28.07,125.5,97.5,71.1
Houston,27.32,121.5,94.1,64.6
Florida,26.5,121.3,94.8,71.4
Louisville,26.18,125.8,99.6,72.1
Michigan St.,25.63,119.1,93.5,67.6
Alabama,25.42,128.0,102.6,74.7
Tennessee,25.36,120.3,95.0,67.8
Kansas,25.01,117.8,92.8,68.4
Iowa,23.7,121.2,97.5,64.3
Kentucky,23.1,121.1,98.0,69.5
St. John's,23.02,120.0,97.0,71.7
Texas Tech,22.72,123.6,100.8,68.4
North Carolina,22.25,119.4,97.2,68.3
Nebraska,22.12,120.3,98.2,69.6
Virginia,22.1,124.4,102.3,67.7
Villanova,21.83,120.7,98.9,64.4
Georgia,21.2,121.4,100.2,76.3
N.C. State,21.17,121.7,100.6,71.2
Arkansas,21.09,122.7,101.6,72.5
Utah St.,20.68,120.2,99.5,69.8
Baylor,20.61,125.8,105.2,70.9
Indiana,20.6,117.7,97.1,69.9
UCLA,20.17,121.2,101.0,67.1
Auburn,19.48,123.0,103.5,69.4
Saint Mary's,18.99,118.2,99.2,67.6
Clemson,18.97,118.7,99.7,65.7
Miami FL,18.89,117.7,98.8,71.4
Ohio St.,18.88,120.7,101.8,69.8
LSU,18.7,121.5,102.8,69.6
USC,18.48,120.1,101.6,71.8
SMU,18.08,121.2,103.1,70.3
Team,,,,
Saint Louis,17.89,118.0,100.2,73.7
VCU,16.92,118.3,101.4,71.0
Wisconsin,16.91,118.4,101.5,71.0
Creighton,16.86,117.3,100.4,67.9
Texas,16.25,120.5,104.3,69.9
UCF,16.23,120.7,104.5,70.5
Seton Hall,15.81,111.1,95.3,67.0
Texas A&M,15.77,118.3,102.5,73.9
Butler,15.75,117.5,101.7,70.9
Washington,15.66,115.2,99.5,69.4
San Diego St.,15.44,116.2,100.8,68.6
Oklahoma,15.22,121.8,106.6,67.7
Boise St.,15.0,114.1,99.1,67.7
TCU,14.3,112.2,97.9,68.3
Northwestern,13.98,117.2,103.3,68.2
Akron,13.8,124.1,110.3,73.1
Mississippi,13.56,114.2,100.7,66.6
Santa Clara,13.16,117.5,104.3,70.5
Wake Forest,13.09,114.5,101.4,71.1
Oklahoma St.,12.93,117.4,104.4,75.2
California,12.88,114.7,101.8,68.6
Cincinnati,12.63,106.3,93.6,71.2
Missouri,12.52,119.0,106.5,68.5
Dayton,12.48,112.5,100.1,69.6
Notre Dame,12.3,114.8,102.5,66.8
West Virginia,12.24,112.7,100.4,64.6
New Mexico,12.14,113.9,101.7,70.4
Virginia Tech,12.05,115.4,103.4,69.5
