team_id,team_name,season,date,opponent,location,game,result,winner_score,loser_score,ats,spread,ou,total,,
14936,Cincinnati Bearcats,2024-25,"Mar 13, 2024",Kansas,Away,REG,W,72,52,W,-3,U,139,,
14936,Cincinnati Bearcats,2024-25,"Mar 14, 2024",Baylor,Away,REG,L,68,56,L,7.5,U,138,,
14936,Cincinnati Bearcats,2024-25,"Mar 20, 2024",San Francisco,Home,REG,W,73,72,L,-7.5,O,144,,
14936,Cincinnati Bearcats,2024-25,"Mar 23, 2024",Bradley,Home,REG,W,74,57,W,-6.5,U,142.5,,
14936,Cincinnati Bearcats,2024-25,"Mar 26, 2024",Indiana State,Away,REG,L,85,81,W,5.5,O,155.5,,
14937,Cleveland State Vikings,2024-25,"Nov 6, 2023",Duquesne,Away,REG,L,79,77,W,10,O,141,,
14937,Cleveland State Vikings,2024-25,"Nov 11, 2023",Ohio,Home,REG,W,82,78,W,1.5,O,153,,
14937,Cleveland State Vikings,2024-25,"Nov 15, 2023",Canisius,Home,REG,W,71,61,P,-10,U,144,,
14937,Cleveland State Vikings,2024-25,"Nov 18, 2023",Eastern Michigan,Away,REG,L,69,62,L,-7,U,143,,
14937,Cleveland State Vikings,2024-25,"Nov 22, 2023",East Tennessee State,Home,REG,W,72,70,L,-6.5,U,143.5,,
14937,Cleveland State Vikings,2024-25,"Nov 25, 2023",Alabama A&M,Home,REG,W,86,59,W,-16.5,P,145,,
14937,Cleveland State Vikings,2024-25,"Nov 29, 2023",Youngstown State,Away,REG,L,94,69,L,2,O,145.5,,
14937,Cleveland State Vikings,2024-25,"Dec 2, 2023",Detroit,Home,REG,W,69,58,L,-11.5,U,140.5,,
14937,Cleveland State Vikings,2024-25,"Dec 5, 2023",Saint Mary's-California,Away,REG,L,70,57,W,16.5,U,133.5,,
14937,Cleveland State Vikings,2024-25,"Dec 9, 2023",Kent State,Away,REG,L,83,77,W,12,O,143.5,,
14937,Cleveland State Vikings,2024-25,"Dec 15, 2023",Bradley,Away,REG,W,76,69,W,9.5,O,140,,
14937,Cleveland State Vikings,2024-25,"Dec 21, 2023",Western Michigan,Home,REG,W,90,77,W,-9.5,O,144,,
14937,Cleveland State Vikings,2024-25,"Dec 28, 2023",Oakland,Home,REG,W,75,67,W,-2,U,144,,
14937,Cleveland State Vikings,2024-25,"Dec 31, 2023",IUPUI,Away,REG,W,86,77,L,-11,O,145,,
14937,Cleveland State Vikings,2024-25,"Jan 4, 2024",Wright State,Away,REG,L,82,70,L,5.5,U,161.5,,
14937,Cleveland State Vikings,2024-25,"Jan 7, 2024",Northern Kentucky,Home,REG,W,88,85,L,-4.5,O,147,,
14937,Cleveland State Vikings,2024-25,"Jan 12, 2024",Wisconsin-Milwaukee,Away,REG,L,88,80,L,3,O,158.5,,
14937,Cleveland State Vikings,2024-25,"Jan 14, 2024",Wisconsin-Green Bay,Away,REG,L,79,71,L,-1.5,O,139.5,,
14937,Cleveland State Vikings,2024-25,"Jan 20, 2024",PFW,Home,REG,W,75,68,W,-4,U,159,,
14937,Cleveland State Vikings,2024-25,"Jan 25, 2024",Wright State,Home,REG,L,107,99,L,2.5,O,162.5,,
14937,Cleveland State Vikings,2024-25,"Jan 28, 2024",Robert Morris,Home,REG,W,66,64,L,-8,U,150,,
14937,Cleveland State Vikings,2024-25,"Feb 1, 2024",Detroit,Away,REG,W,77,65,W,-7.5,U,145,,
14937,Cleveland State Vikings,2024-25,"Feb 3, 2024",Oakland,Away,REG,L,83,71,L,3.5,O,147.5,,
14937,Cleveland State Vikings,2024-25,"Feb 7, 2024",PFW,Away,REG,W,75,72,W,3.5,U,153.5,,
14937,Cleveland State Vikings,2024-25,"Feb 14, 2024",Wisconsin-Milwaukee,Home,REG,L,71,68,L,-5,U,157,,
14937,Cleveland State Vikings,2024-25,"Feb 17, 2024",Youngstown State,Home,REG,W,81,73,W,3.5,O,151.5,,
14937,Cleveland State Vikings,2024-25,"Feb 22, 2024",Northern Kentucky,Away,REG,L,75,73,W,2.5,O,146,,
14937,Cleveland State Vikings,2024-25,"Feb 25, 2024",Robert Morris,Away,REG,W,73,71,P,-2,U,146,,
14937,Cleveland State Vikings,2024-25,"Feb 28, 2024",Wisconsin-Green Bay,Home,REG,L,69,61,L,-8,U,135.5,,
14937,Cleveland State Vikings,2024-25,"Mar 2, 2024",IUPUI,Home,REG,W,75,66,L,-17,U,148,,
14937,Cleveland State Vikings,2024-25,"Mar 5, 2024",IUPUI,Home,REG,W,85,66,W,-16.5,O,144.5,,
14937,Cleveland State Vikings,2024-25,"Mar 7, 2024",Youngstown State,Away,REG,W,82,70,W,9,O,150.5,,
14937,Cleveland State Vikings,2024-25,"Mar 11, 2024",Oakland,Away,REG,L,74,71,W,4,O,142.5,,
14937,Cleveland State Vikings,2024-25,"Mar 24, 2024",Northern Colorado,Away,REG,W,51,49,L,-3,U,156.5,,
14937,Cleveland State Vikings,2024-25,"Mar 25, 2024",High Point,Away,REG,L,93,74,L,4.5,O,153,,
14938,Cal State-Northridge Matadors,2024-25,"Nov 6, 2023",Stanford,Away,REG,L,88,79,W,23,O,145.5,,
14938,Cal State-Northridge Matadors,2024-25,"Nov 9, 2023",Idaho,Away,REG,W,76,73,W,-2,U,154,,
14938,Cal State-Northridge Matadors,2024-25,"Nov 14, 2023",Chicago State,Away,REG,W,74,64,W,1,U,150.5,,
14938,Cal State-Northridge Matadors,2024-25,"Nov 17, 2023",Life Pacific College,Home,REG,W,98,67,,,,,,
14938,Cal State-Northridge Matadors,2024-25,"Nov 21, 2023",Lemoyne,Home,REG,L,80,70,L,-14,U,152.5,,
14938,Cal State-Northridge Matadors,2024-25,"Nov 24, 2023",Mississippi Valley State,Home,REG,W,84,48,W,-15.5,U,139.5,,
14938,Cal State-Northridge Matadors,2024-25,"Nov 29, 2023",Pacific,Away,REG,W,80,69,W,3.5,U,150,,
14938,Cal State-Northridge Matadors,2024-25,"Dec 2, 2023",Northern Colorado,Away,REG,L,75,71,W,5.5,U,156.5,,
14938,Cal State-Northridge Matadors,2024-25,"Dec 7, 2023",Bethesda,Home,REG,W,92,54,,,,,,
14938,Cal State-Northridge Matadors,2024-25,"Dec 11, 2023",Dixie State,Home,REG,W,80,75,W,-2,O,147,,
14938,Cal State-Northridge Matadors,2024-25,"Dec 19, 2023",UCLA,Away,REG,W,76,72,W,17.5,O,139.5,,
14938,Cal State-Northridge Matadors,2024-25,"Dec 22, 2023",Montana State,Home,REG,W,82,70,W,-5,O,146,,
14938,Cal State-Northridge Matadors,2024-25,"Dec 28, 2023",Cal Poly,Away,REG,W,83,73,W,-3.5,O,142,,
14938,Cal State-Northridge Matadors,2024-25,"Dec 30, 2023",Long Beach State,Away,REG,W,84,68,W,8,U,164.5,,
14938,Cal State-Northridge Matadors,2024-25,"Jan 6, 2024",Hawaii,Home,REG,W,76,66,W,1.5,U,145.5,,
14938,Cal State-Northridge Matadors,2024-25,"Jan 11, 2024",UC Davis,Away,REG,L,95,75,L,5,O,151.5,,
14938,Cal State-Northridge Matadors,2024-25,"Jan 13, 2024",Cal State-Fullerton,Home,REG,W,76,71,W,-4,O,144,,
14938,Cal State-Northridge Matadors,2024-25,"Jan 18, 2024",UC-Santa Barbara,Home,REG,L,97,69,L,-1.5,O,154.5,,
14938,Cal State-Northridge Matadors,2024-25,"Jan 20, 2024",UC Riverside,Away,REG,L,82,63,L,3,U,152,,
14938,Cal State-Northridge Matadors,2024-25,"Jan 25, 2024",Cal State-Bakersfield,Home,REG,L,64,56,L,-3.5,U,146.5,,
14938,Cal State-Northridge Matadors,2024-25,"Jan 27, 2024",UC Irvine,Away,REG,L,77,72,W,13,U,150.5,,
14938,Cal State-Northridge Matadors,2024-25,"Feb 1, 2024",UC San Diego,Away,REG,L,83,62,L,11,U,151,,
14938,Cal State-Northridge Matadors,2024-25,"Feb 3, 2024",UC Riverside,Home,REG,W,76,70,W,-1.5,U,146.5,,
14938,Cal State-Northridge Matadors,2024-25,"Feb 8, 2024",Cal Poly,Home,REG,W,78,65,W,-10.5,O,141.5,,
14938,Cal State-Northridge Matadors,2024-25,"Feb 10, 2024",UC-Santa Barbara,Away,REG,W,82,74,W,5.5,O,154,,
14938,Cal State-Northridge Matadors,2024-25,"Feb 15, 2024",Cal State-Bakersfield,Away,REG,W,76,71,W,-2.5,O,143,,
14938,Cal State-Northridge Matadors,2024-25,"Feb 17, 2024",Long Beach State,Home,REG,L,87,73,L,2,U,161.5,,
14938,Cal State-Northridge Matadors,2024-25,"Feb 22, 2024",UC Davis,Home,REG,L,66,65,W,1.5,U,150,,
14938,Cal State-Northridge Matadors,2024-25,"Feb 24, 2024",Cal State-Fullerton,Away,REG,W,65,60,W,2,U,143.5,,
14938,Cal State-Northridge Matadors,2024-25,"Feb 29, 2024",UC Irvine,Home,REG,L,89,64,L,7,O,151.5,,
14938,Cal State-Northridge Matadors,2024-25,"Mar 2, 2024",UC San Diego,Home,REG,L,79,69,L,5,U,150,,
14938,Cal State-Northridge Matadors,2024-25,"Mar 7, 2024",Hawaii,Away,REG,L,72,70,W,8,U,145.5,,
14938,Cal State-Northridge Matadors,2024-25,"Mar 13, 2024",UC-Santa Barbara,Away,REG,W,87,84,W,4,O,151,,
14938,Cal State-Northridge Matadors,2024-25,"Mar 14, 2024",Hawaii,Away,REG,L,75,68,L,6,O,140.5,,
14939,Davidson Wildcats,2024-25,"Nov 6, 2023",Washington & Lee,Home,REG,W,86,63,,,,,,
14939,Davidson Wildcats,2024-25,"Nov 10, 2023",Maryland,Away,REG,W,64,61,W,11.5,U,135,,
14939,Davidson Wildcats,2024-25,"Nov 12, 2023",Clemson,Away,REG,L,68,65,W,8,U,137.5,,
14939,Davidson Wildcats,2024-25,"Nov 17, 2023",East Tennessee State,Away,REG,L,70,68,L,-6.5,O,137,,
14939,Davidson Wildcats,2024-25,"Nov 21, 2023",Boston University,Home,REG,W,69,45,W,-14.5,U,133.5,,
14939,Davidson Wildcats,2024-25,"Nov 24, 2023",Saint Mary's-California,Away,REG,L,89,55,L,10.5,O,123.5,,
14939,Davidson Wildcats,2024-25,"Nov 29, 2023",Charlotte,Away,REG,W,85,81,W,3,O,127,,
14939,Davidson Wildcats,2024-25,"Dec 2, 2023",Wright State,Home,REG,W,82,73,W,-3.5,O,153.5,,
14939,Davidson Wildcats,2024-25,"Dec 6, 2023",Campbell,Home,REG,W,62,50,L,-14,U,130.5,,
14939,Davidson Wildcats,2024-25,"Dec 9, 2023",Miami-Ohio,Home,REG,W,79,61,W,-13.5,O,138,,
14939,Davidson Wildcats,2024-25,"Dec 16, 2023",Lynchburg,Home,REG,W,98,63,,,,,,
14939,Davidson Wildcats,2024-25,"Dec 21, 2023",USC Upstate,Home,REG,W,62,59,L,-15.5,U,139.5,,
14939,Davidson Wildcats,2024-25,"Dec 30, 2023",Ohio,Away,REG,W,72,69,W,-1,U,143,,
14939,Davidson Wildcats,2024-25,"Jan 3, 2024",Dayton,Home,REG,L,72,59,L,4.5,U,136,,
14939,Davidson Wildcats,2024-25,"Jan 9, 2024",Rhode Island,Home,REG,L,79,74,L,-5,O,143.5,,
14939,Davidson Wildcats,2024-25,"Jan 13, 2024",George Washington,Away,REG,L,83,79,L,1.5,O,148.5,,
14939,Davidson Wildcats,2024-25,"Jan 17, 2024",Fordham,Away,REG,W,79,69,W,2.5,O,143.5,,
14939,Davidson Wildcats,2024-25,"Jan 20, 2024",Richmond,Home,REG,L,69,64,L,-1.5,U,137.5,,
14939,Davidson Wildcats,2024-25,"Jan 24, 2024",Saint Louis,Away,REG,W,84,61,W,2,U,146,,
14939,Davidson Wildcats,2024-25,"Jan 27, 2024",VCU,Home,REG,L,63,58,L,1.5,U,140,,
14939,Davidson Wildcats,2024-25,"Feb 4, 2024",Loyola-Chicago,Away,REG,L,76,63,L,5,P,139,,
14939,Davidson Wildcats,2024-25,"Feb 7, 2024",Duquesne,Away,REG,W,72,59,W,6.5,U,137.5,,
14939,Davidson Wildcats,2024-25,"Feb 10, 2024",George Mason,Home,REG,L,57,55,L,-1,U,136,,
14939,Davidson Wildcats,2024-25,"Feb 13, 2024",La Salle,Home,REG,W,71,56,W,-8,U,141.5,,
14939,Davidson Wildcats,2024-25,"Feb 17, 2024",St. Bonaventure,Away,REG,L,81,80,W,7.5,O,135.5,,
14939,Davidson Wildcats,2024-25,"Feb 20, 2024",Fordham,Home,REG,W,68,53,W,-6.5,U,136,,
14939,Davidson Wildcats,2024-25,"Feb 24, 2024",Richmond,Away,REG,L,66,63,W,5.5,U,134,,
14939,Davidson Wildcats,2024-25,"Feb 27, 2024",Dayton,Away,REG,L,80,66,L,10.5,O,132.5,,
14939,Davidson Wildcats,2024-25,"Mar 2, 2024",UMass,Home,REG,L,69,67,L,0,U,140.5,,
14939,Davidson Wildcats,2024-25,"Mar 6, 2024",Loyola-Chicago,Home,REG,L,69,59,L,0,U,137.5,,
14939,Davidson Wildcats,2024-25,"Mar 9, 2024",Saint Joseph's,Away,REG,L,89,71,L,6,O,143,,
14939,Davidson Wildcats,2024-25,"Mar 12, 2024",Fordham,Away,REG,L,71,63,L,-3.5,U,135,,
14940,Delaware Fightin' Blue Hens,2024-25,"Nov 8, 2023",Goldey-Beacom,Home,REG,W,101,68,,,,,,
14940,Delaware Fightin' Blue Hens,2024-25,"Nov 12, 2023",Air Force,Home,REG,W,65,57,W,-6,U,131,,
14940,Delaware Fightin' Blue Hens,2024-25,"Nov 15, 2023",Delaware State,Away,REG,W,78,67,W,-9.5,O,143,,
14940,Delaware Fightin' Blue Hens,2024-25,"Nov 24, 2023",Brown,Home,REG,W,67,59,W,-1.5,U,141,,
14940,Delaware Fightin' Blue Hens,2024-25,"Nov 25, 2023",UNC Greensboro,Home,REG,L,88,77,L,3,O,137,,
14940,Delaware Fightin' Blue Hens,2024-25,"Nov 26, 2023",George Washington,Away,REG,L,81,71,L,-1.5,O,151,,
14940,Delaware Fightin' Blue Hens,2024-25,"Dec 2, 2023",Ohio,Away,REG,L,74,73,W,8,U,151.5,,
14940,Delaware Fightin' Blue Hens,2024-25,"Dec 5, 2023",Xavier,Away,REG,W,87,80,W,12,O,150.5,,
14940,Delaware Fightin' Blue Hens,2024-25,"Dec 11, 2023",Robert Morris,Away,REG,W,73,69,L,-4.5,U,142.5,,
14940,Delaware Fightin' Blue Hens,2024-25,"Dec 16, 2023",Rhode Island,Away,REG,W,67,56,W,-3,U,141.5,,
14940,Delaware Fightin' Blue Hens,2024-25,"Dec 20, 2023",Rider,Home,REG,L,88,85,L,-9.5,O,141,,
14940,Delaware Fightin' Blue Hens,2024-25,"Dec 30, 2023",Princeton,Home,REG,L,84,82,W,5,O,140,,
14940,Delaware Fightin' Blue Hens,2024-25,"Jan 4, 2024",Hampton,Home,REG,W,80,53,W,-11.5,U,153.5,,
14940,Delaware Fightin' Blue Hens,2024-25,"Jan 6, 2024",Hofstra,Away,REG,L,76,71,W,5.5,O,143.5,,
14940,Delaware Fightin' Blue Hens,2024-25,"Jan 11, 2024",Campbell,Away,REG,W,68,62,L,-7,U,138.5,,
14940,Delaware Fightin' Blue Hens,2024-25,"Jan 14, 2024",UNC Wilmington,Away,REG,L,79,74,W,5.5,O,145.5,,
14940,Delaware Fightin' Blue Hens,2024-25,"Jan 18, 2024",Stony Brook,Home,REG,W,71,68,L,-7.5,U,144,,
14940,Delaware Fightin' Blue Hens,2024-25,"Jan 20, 2024",Drexel,Away,REG,L,86,67,L,6,O,138.5,,
14940,Delaware Fightin' Blue Hens,2024-25,"Jan 25, 2024",North Carolina A&T,Home,REG,W,90,71,W,-12.5,O,149.5,,
14940,Delaware Fightin' Blue Hens,2024-25,"Jan 27, 2024",Towson,Home,REG,L,67,56,L,-2,U,133,,
14940,Delaware Fightin' Blue Hens,2024-25,"Feb 1, 2024",William & Mary,Away,REG,W,81,53,W,-4.5,U,143.5,,
14940,Delaware Fightin' Blue Hens,2024-25,"Feb 3, 2024",Monmouth,Home,REG,W,84,80,L,-7,O,147,,
14940,Delaware Fightin' Blue Hens,2024-25,"Feb 8, 2024",Towson,Away,REG,W,74,62,W,3.5,O,134,,
14940,Delaware Fightin' Blue Hens,2024-25,"Feb 10, 2024",William & Mary,Home,REG,W,69,58,L,-12.5,U,142.5,,
14940,Delaware Fightin' Blue Hens,2024-25,"Feb 15, 2024",Elon,Away,REG,L,73,67,L,-7,U,148,,
14940,Delaware Fightin' Blue Hens,2024-25,"Feb 17, 2024",North Carolina A&T,Away,REG,W,62,54,L,-11.5,U,139,,
14940,Delaware Fightin' Blue Hens,2024-25,"Feb 22, 2024",College of Charleston,Home,REG,L,90,71,L,1.5,O,157.5,,
14940,Delaware Fightin' Blue Hens,2024-25,"Feb 26, 2024",Drexel,Home,REG,L,70,60,L,-2.5,U,138,,
14940,Delaware Fightin' Blue Hens,2024-25,"Feb 29, 2024",Northeastern,Home,REG,W,73,67,W,-5.5,U,140.5,,
14940,Delaware Fightin' Blue Hens,2024-25,"Mar 2, 2024",Stony Brook,Away,REG,L,79,56,L,1.5,U,148.5,,
14940,Delaware Fightin' Blue Hens,2024-25,"Mar 9, 2024",Hampton,Home,REG,W,80,50,W,-10.5,U,140.5,,
14940,Delaware Fightin' Blue Hens,2024-25,"Mar 10, 2024",Hofstra,Away,REG,L,73,58,L,6,U,141.5,,
14941,Drexel Dragons,2024-25,"Nov 7, 2023",La Salle,Away,REG,L,67,61,L,-3.5,U,133.5,,
14941,Drexel Dragons,2024-25,"Nov 11, 2023",Winthrop,Away,REG,W,74,72,W,2,O,137,,
14941,Drexel Dragons,2024-25,"Nov 14, 2023",Temple,Home,REG,L,66,64,L,-3,U,134.5,,
14941,Drexel Dragons,2024-25,"Nov 17, 2023",Fairfield,Home,REG,W,65,47,W,-9.5,U,140.5,,
14941,Drexel Dragons,2024-25,"Nov 19, 2023",Queens,Home,REG,W,62,52,W,-8,U,139,,
14941,Drexel Dragons,2024-25,"Nov 26, 2023",Old Dominion,Away,REG,L,68,61,L,0,U,129.5,,
14941,Drexel Dragons,2024-25,"Nov 29, 2023",Lafayette,Away,REG,W,69,48,W,-6.5,U,124,,
14941,Drexel Dragons,2024-25,"Dec 2, 2023",Villanova,Away,REG,W,57,55,W,11,U,127.5,,
14941,Drexel Dragons,2024-25,"Dec 5, 2023",Princeton,Away,REG,L,81,70,L,8,O,128.5,,
14941,Drexel Dragons,2024-25,"Dec 9, 2023",West Virginia,Away,REG,L,66,60,L,5.5,U,130,,
14941,Drexel Dragons,2024-25,"Dec 16, 2023",Albany,Home,REG,W,71,52,W,-11,U,138.5,,
14941,Drexel Dragons,2024-25,"Dec 18, 2023",Penn State-Allegheny,Home,REG,W,117,49,,,,,,
14941,Drexel Dragons,2024-25,"Dec 22, 2023",Bryant,Away,REG,L,104,86,L,-4,O,136.5,,
14941,Drexel Dragons,2024-25,"Jan 1, 2024",Hampton,Home,REG,W,99,65,W,-13.5,O,142.5,,
14941,Drexel Dragons,2024-25,"Jan 4, 2024",UNC Wilmington,Home,REG,W,78,63,W,-1.5,O,138.5,,
14941,Drexel Dragons,2024-25,"Jan 6, 2024",William & Mary,Away,REG,W,77,55,W,-7,U,137.5,,
14941,Drexel Dragons,2024-25,"Jan 11, 2024",North Carolina A&T,Away,REG,W,67,63,L,-13.5,U,140.5,,
14941,Drexel Dragons,2024-25,"Jan 13, 2024",Elon,Away,REG,W,89,69,W,-8,O,139.5,,
14941,Drexel Dragons,2024-25,"Jan 18, 2024",Monmouth,Home,REG,W,78,74,L,-9.5,O,135.5,,
14941,Drexel Dragons,2024-25,"Jan 20, 2024",Delaware,Home,REG,W,86,67,W,-6,O,138.5,,
14941,Drexel Dragons,2024-25,"Jan 25, 2024",Towson,Away,REG,L,70,67,L,1,O,125,,
14941,Drexel Dragons,2024-25,"Jan 27, 2024",North Carolina A&T,Home,REG,W,62,47,L,-17.5,U,144,,
14941,Drexel Dragons,2024-25,"Feb 1, 2024",Monmouth,Away,REG,L,67,62,L,-4,U,136,,
14941,Drexel Dragons,2024-25,"Feb 8, 2024",UNC Wilmington,Away,REG,L,75,56,L,4.5,U,136,,
14941,Drexel Dragons,2024-25,"Feb 10, 2024",College of Charleston,Away,REG,L,80,70,L,5.5,O,148,,
14941,Drexel Dragons,2024-25,"Feb 15, 2024",Hofstra,Home,REG,W,79,77,L,-4,O,132,,
14941,Drexel Dragons,2024-25,"Feb 17, 2024",Campbell,Home,REG,W,81,66,W,-11,O,138,,
14941,Drexel Dragons,2024-25,"Feb 22, 2024",Hofstra,Away,REG,L,69,57,L,4,U,136.5,,
14941,Drexel Dragons,2024-25,"Feb 26, 2024",Delaware,Away,REG,W,70,60,W,2.5,U,138,,
14941,Drexel Dragons,2024-25,"Feb 29, 2024",Stony Brook,Home,REG,W,90,86,L,-9.5,O,138.5,,
14941,Drexel Dragons,2024-25,"Mar 2, 2024",Northeastern,Home,REG,W,73,59,W,-9.5,U,135.5,,
14941,Drexel Dragons,2024-25,"Mar 10, 2024",Stony Brook,Home,REG,L,91,88,L,-5,O,138,,
14942,Duke Blue Devils,2024-25,"Nov 6, 2023",Dartmouth,Home,REG,W,92,54,W,-27.5,O,143,,
14942,Duke Blue Devils,2024-25,"Nov 10, 2023",Arizona,Home,REG,L,78,73,L,-5,U,156,,
14942,Duke Blue Devils,2024-25,"Nov 14, 2023",Michigan State,Away,REG,W,74,65,W,-4,U,141.5,,
14942,Duke Blue Devils,2024-25,"Nov 17, 2023",Bucknell,Home,REG,W,90,60,L,-34.5,O,141.5,,
14942,Duke Blue Devils,2024-25,"Nov 21, 2023",La Salle,Home,REG,W,95,66,W,-25.5,O,144,,
14942,Duke Blue Devils,2024-25,"Nov 24, 2023",Southern Indiana,Home,REG,W,80,62,L,-37,U,146,,
14942,Duke Blue Devils,2024-25,"Nov 29, 2023",Arkansas,Away,REG,L,80,75,L,-4.5,O,149,,
14942,Duke Blue Devils,2024-25,"Dec 2, 2023",Georgia Tech,Away,REG,L,72,68,L,-12.5,U,148.5,,
14942,Duke Blue Devils,2024-25,"Dec 9, 2023",Charlotte,Home,REG,W,80,56,W,-16,U,136.5,,
14942,Duke Blue Devils,2024-25,"Dec 12, 2023",Hofstra,Home,REG,W,89,68,W,-15.5,O,144,,
14942,Duke Blue Devils,2024-25,"Dec 20, 2023",Baylor,Home,REG,W,78,70,W,-2.5,U,153,,
14942,Duke Blue Devils,2024-25,"Dec 30, 2023",Queens,Home,REG,W,106,69,W,-28.5,O,159.5,,
14942,Duke Blue Devils,2024-25,"Jan 2, 2024",Syracuse,Home,REG,W,86,66,W,-14,O,151,,
14942,Duke Blue Devils,2024-25,"Jan 6, 2024",Notre Dame,Away,REG,W,67,59,L,-14.5,U,133.5,,
14942,Duke Blue Devils,2024-25,"Jan 9, 2024",Pittsburgh,Away,REG,W,75,53,W,-5,U,146.5,,
14942,Duke Blue Devils,2024-25,"Jan 13, 2024",Georgia Tech,Home,REG,W,84,79,L,-17,O,146,,
14942,Duke Blue Devils,2024-25,"Jan 20, 2024",Pittsburgh,Home,REG,L,80,76,L,-12.5,O,143.5,,
14942,Duke Blue Devils,2024-25,"Jan 23, 2024",Louisville,Away,REG,W,83,69,P,-14,O,148.5,,
14942,Duke Blue Devils,2024-25,"Jan 27, 2024",Clemson,Home,REG,W,72,71,L,-7.5,U,149,,
14942,Duke Blue Devils,2024-25,"Jan 29, 2024",Virginia Tech,Away,REG,W,77,67,W,-4,U,146.5,,
14942,Duke Blue Devils,2024-25,"Feb 3, 2024",North Carolina,Away,REG,L,93,84,L,4.5,O,152.5,,
14942,Duke Blue Devils,2024-25,"Feb 7, 2024",Notre Dame,Home,REG,W,71,53,W,-17,U,134,,
14942,Duke Blue Devils,2024-25,"Feb 10, 2024",Boston College,Home,REG,W,80,65,W,-12.5,U,147,,
14942,Duke Blue Devils,2024-25,"Feb 12, 2024",Wake Forest,Home,REG,W,77,69,W,-7,U,156.5,,
14942,Duke Blue Devils,2024-25,"Feb 17, 2024",Florida State,Away,REG,W,76,67,W,-6,U,152,,
14942,Duke Blue Devils,2024-25,"Feb 21, 2024",Miami,Away,REG,W,84,55,W,-7,U,148.5,,
14942,Duke Blue Devils,2024-25,"Feb 24, 2024",Wake Forest,Away,REG,L,83,79,L,3,O,151.5,,
14942,Duke Blue Devils,2024-25,"Feb 28, 2024",Louisville,Home,REG,W,84,59,W,-20,U,151.5,,
14942,Duke Blue Devils,2024-25,"Mar 2, 2024",Virginia,Home,REG,W,73,48,W,-9.5,U,124.5,,
14942,Duke Blue Devils,2024-25,"Mar 4, 2024",North Carolina State,Away,REG,W,79,64,W,-6.5,U,149.5,,
14942,Duke Blue Devils,2024-25,"Mar 9, 2024",North Carolina,Home,REG,L,84,79,L,-4.5,O,150.5,,
14942,Duke Blue Devils,2024-25,"Mar 14, 2024",North Carolina State,Home,REG,L,74,69,L,-11,U,146,,
14942,Duke Blue Devils,2024-25,"Mar 22, 2024",Vermont,Home,REG,W,64,47,W,-12.5,U,133,,
14942,Duke Blue Devils,2024-25,"Mar 24, 2024",James Madison,Home,REG,W,93,55,W,-6,O,147.5,,
14942,Duke Blue Devils,2024-25,"Mar 29, 2024",Houston,Away,REG,W,54,51,W,4.5,U,134,,
14942,Duke Blue Devils,2024-25,"Mar 31, 2024",North Carolina State,Home,REG,L,76,64,L,-7,U,142,,
14987,Queens Royals,2024-25,"Nov 6, 2023",Marshall,Away,REG,L,89,73,L,5.5,O,159.5,,
14987,Queens Royals,2024-25,"Nov 10, 2023",Southern Illinois,Away,REG,L,91,68,L,6.5,O,140,,
14987,Queens Royals,2024-25,"Nov 14, 2023",High Point,Home,REG,W,74,72,L,-2.5,U,169.5,,
14987,Queens Royals,2024-25,"Nov 18, 2023",Fairfield,Away,REG,W,69,63,W,-4,U,153.5,,
14987,Queens Royals,2024-25,"Nov 19, 2023",Drexel,Away,REG,L,62,52,L,8,U,139,,
14987,Queens Royals,2024-25,"Nov 22, 2023",Fairleigh Dickinson,Home,REG,W,97,84,W,-4.5,O,157,,
14987,Queens Royals,2024-25,"Nov 25, 2023",Richmond,Away,REG,L,90,61,L,12.5,O,142,,
14987,Queens Royals,2024-25,"Nov 29, 2023",Gardner-Webb,Home,REG,W,83,80,W,3.5,O,147.5,,
14987,Queens Royals,2024-25,"Dec 1, 2023",Carolina Christian,Home,REG,W,134,69,,,,,,
14987,Queens Royals,2024-25,"Dec 5, 2023",Winthrop,Away,REG,L,88,82,W,7,O,158,,
14987,Queens Royals,2024-25,"Dec 9, 2023",Piedmont International,Home,REG,W,112,64,,,,,,
14987,Queens Royals,2024-25,"Dec 13, 2023",Appalachian State,Home,REG,L,93,81,L,6.5,O,149.5,,
14987,Queens Royals,2024-25,"Dec 19, 2023",Mercer,Away,REG,L,84,65,L,2.5,U,151.5,,
14987,Queens Royals,2024-25,"Dec 22, 2023",Clemson,Away,REG,L,109,79,L,21.5,O,156.5,,
14987,Queens Royals,2024-25,"Dec 30, 2023",Duke,Away,REG,L,106,69,L,28.5,O,159.5,,
14987,Queens Royals,2024-25,"Jan 6, 2024",Kennesaw State,Away,REG,L,80,77,W,8,U,176,,
14987,Queens Royals,2024-25,"Jan 10, 2024",Florida Gulf Coast,Home,REG,W,78,75,W,-2,O,151,,
14987,Queens Royals,2024-25,"Jan 12, 2024",Stetson,Home,REG,L,84,66,L,2,U,158.5,,
14987,Queens Royals,2024-25,"Jan 18, 2024",Jacksonville,Away,REG,L,79,77,W,2.5,O,154.5,,
14987,Queens Royals,2024-25,"Jan 20, 2024",North Florida,Away,REG,L,91,75,L,4,O,160,,
14987,Queens Royals,2024-25,"Jan 24, 2024",Central Arkansas,Home,REG,W,96,79,W,-5.5,O,162,,
14987,Queens Royals,2024-25,"Jan 27, 2024",North Alabama,Away,REG,L,90,84,L,5,O,162.5,,
